topic_id,density
-1,2.902117967605591
0,0.739774227142334
1,0.48567917943000793
2,0.3692869544029236
3,0.28873997926712036
4,0.3202216923236847
5,0.543768584728241
6,0.2522771954536438
7,0.5863237977027893
8,0.2717282772064209
9,0.3418009579181671
10,0.26440587639808655
11,0.15061764419078827
12,0.27366626262664795
13,0.39972957968711853
14,1.0249552726745605
15,0.4847531318664551
16,0.4134030342102051
17,0.8624371290206909
18,0.37694311141967773
19,0.552022397518158
20,0.7351299524307251
21,0.4661778509616852
22,0.19949592649936676
23,0.6250022649765015
24,0.6624005436897278
25,0.49385350942611694
26,0.3803806006908417
27,0.32195863127708435
28,0.8318533897399902
29,0.592074990272522
30,1.0040665864944458
31,0.25632739067077637
32,1.0576368570327759
33,0.7831987738609314
34,0.11541777104139328
35,0.4441506862640381
36,0.16719424724578857
37,0.3311831057071686
38,0.8449586033821106
39,0.7319758534431458
40,1.6900960206985474
41,0.27236008644104004
42,0.6204448342323303
43,0.9058321118354797
44,1.0221705436706543
45,0.18236197531223297
46,0.7942498922348022
47,0.10798107087612152
48,0.27066856622695923
49,0.16385643184185028
50,0.5388773679733276
51,0.28284820914268494
52,0.11510178446769714
53,0.2861711382865906
54,0.29809898138046265
55,0.17261533439159393
56,0.35319435596466064
57,0.5190722942352295
58,0.22016195952892303
59,0.2758156657218933
60,0.3966350257396698
61,0.36921146512031555
62,0.406447172164917
63,0.40256229043006897
64,0.3671118915081024
65,0.07907135039567947
