topic_id,density
-1,2.9027109146118164
0,0.42080727219581604
1,0.8134526610374451
2,0.2593091130256653
3,0.45389196276664734
4,0.25948646664619446
5,0.34453272819519043
6,0.39388030767440796
7,0.4006168246269226
8,0.28059861063957214
9,0.4025368094444275
10,0.23560497164726257
11,0.31579095125198364
12,0.22057777643203735
13,0.4909709393978119
14,0.26787781715393066
15,0.2481037825345993
16,0.32494696974754333
17,0.3874770998954773
18,0.28444045782089233
19,0.24847689270973206
20,0.4555569589138031
21,0.42334073781967163
22,0.2974298894405365
23,0.14967116713523865
24,0.27296796441078186
25,0.3420095145702362
26,0.5633853673934937
27,0.2685791254043579
28,0.1677451729774475
29,0.19430594146251678
30,0.3179182708263397
31,0.2484557181596756
32,0.2586868405342102
33,0.182357057929039
34,0.2379862368106842
35,0.42888641357421875
36,0.18403810262680054
37,0.23934154212474823
