topic_id,density
-1,3.6926352977752686
0,0.27938777208328247
1,0.5347729921340942
2,0.48060157895088196
3,0.22793534398078918
4,0.506454586982727
5,0.3449792265892029
6,0.37760570645332336
7,1.0475974082946777
8,0.3496628403663635
9,0.12059696763753891
10,0.5615833401679993
11,0.18162018060684204
12,0.2173076570034027
13,0.5482997894287109
14,0.2898740768432617
15,0.16312623023986816
16,0.4400133490562439
17,0.28015831112861633
18,0.153106227517128
19,0.327174574136734
20,0.2767854928970337
21,0.3049558699131012
22,0.21770019829273224
23,0.28244417905807495
24,0.6714898347854614
25,0.1346193552017212
26,0.17965154349803925
27,0.21399714052677155
28,0.4732518196105957
29,0.23833085596561432
30,0.2536253035068512
31,0.6197689175605774
32,2.4420835971832275
33,0.4603012502193451
34,1.3195066452026367
35,0.20214012265205383
36,0.4758628308773041
37,0.2710435390472412
38,0.48625704646110535
39,0.13654185831546783
40,0.12121140956878662
41,0.16886459290981293
42,0.36487409472465515
43,0.474679172039032
44,0.21584275364875793
45,0.13980360329151154
46,1.8335115909576416
47,0.26403170824050903
48,0.29813987016677856
49,0.2997308373451233
50,0.1594935804605484
51,0.1611001193523407
52,0.12068825960159302
53,0.14582805335521698
54,0.1766984909772873
55,0.2833472788333893
56,0.32942232489585876
