topic_id,density
-1,3.6031806468963623
0,0.7286062240600586
1,0.5441499948501587
2,0.4586002230644226
3,0.35141485929489136
4,0.566640317440033
5,0.2634774446487427
6,0.18467752635478973
7,0.6617733240127563
8,0.4479560852050781
9,0.2558549642562866
10,0.5073221921920776
11,0.26890355348587036
12,0.42961278557777405
13,0.3305659592151642
14,0.12081900238990784
15,0.38114890456199646
16,0.8281019330024719
17,0.19925864040851593
18,0.16263677179813385
19,0.24471217393875122
20,0.3137866258621216
21,0.767706036567688
22,0.2289307713508606
23,0.34586101770401
24,0.8869373798370361
25,0.4949483871459961
26,0.29733186960220337
27,0.7050630450248718
28,0.15537358820438385
29,0.7964136600494385
30,0.10064151138067245
31,0.3203967213630676
32,0.41455739736557007
33,0.24544045329093933
34,0.4849136471748352
35,0.4803134799003601
36,0.06697525084018707
37,0.335152268409729
38,1.2772423028945923
39,1.0523734092712402
40,0.08956645429134369
41,0.25822898745536804
42,0.25759023427963257
43,0.2650606334209442
44,0.16766205430030823
45,0.5922383069992065
46,0.5021927952766418
47,0.23630571365356445
48,0.4655441343784332
49,0.3010089695453644
50,0.5515398979187012
