topic_id,density
-1,2.9807441234588623
0,0.36754941940307617
1,0.34589704871177673
2,0.4357318580150604
3,0.4454737603664398
4,0.7707667946815491
5,0.5950517058372498
6,0.7893126606941223
7,0.23343220353126526
8,0.5634483098983765
9,0.20683780312538147
10,0.3058686852455139
11,0.17936725914478302
12,0.2253636121749878
13,0.2519642412662506
14,0.4857730269432068
15,0.4425162971019745
16,0.3776020407676697
17,0.21328695118427277
18,0.4946686625480652
19,0.2363598644733429
20,0.47948238253593445
21,0.49725037813186646
22,0.7696846723556519
23,0.08877868205308914
24,1.1156810522079468
25,0.6024560928344727
26,0.3009379506111145
27,0.40667203068733215
28,0.38961660861968994
29,0.17285749316215515
30,0.21178214251995087
31,0.48746752738952637
32,0.17365147173404694
33,0.270651251077652
34,1.066547155380249
35,0.12413106858730316
36,0.2355286031961441
37,0.7497779726982117
38,0.25765806436538696
39,0.27038833498954773
40,0.19612804055213928
41,0.03677620366215706
42,0.42813432216644287
43,0.17071188986301422
44,0.4356786012649536
45,0.8816128969192505
46,0.1360204815864563
47,0.1756676584482193
48,0.09621414542198181
49,0.3019556701183319
50,0.5116827487945557
51,0.21240374445915222
52,0.2300584316253662
53,1.6621748208999634
54,0.10706879943609238
55,0.45474785566329956
56,0.29371070861816406
57,0.1753288209438324
58,0.31976860761642456
59,0.10234949737787247
60,0.6826351881027222
61,0.38250207901000977
62,0.5540276765823364
63,0.3303908705711365
