embedding_model,topic_id,topic_label,document_id,score,x,y,density,color,label,cohesive
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,0,,1.3095131,15.563653,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,5,,2.4593127,17.62771,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,6,,1.6060145,17.599314,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,7,,0.24834219,16.164902,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,9,,2.2835758,17.50036,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,11,,-0.11021771,16.0468,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,12,,1.2156416,12.979336,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,13,,0.84518254,13.392156,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,14,,0.853458,13.35026,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,15,,1.3422114,14.6796875,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
distiluse-base-multilingual-cased-v1,-1,Misinformation & Propaganda,17,,0.41530207,12.927483,2.9807441234588623,"(np.float64(0.12156862745098039), np.float64(0.4666666666666667), np.float64(0.7058823529411765), np.float64(1.0))","T-1
2.98",False
