topic_id,density
-1,3.026176929473877
0,0.5440417528152466
1,0.4421129822731018
2,0.27447378635406494
3,0.21909530460834503
4,0.32832929491996765
5,0.35089826583862305
6,0.25091326236724854
7,0.6372472643852234
8,0.28327205777168274
9,0.3663583993911743
10,0.5063009262084961
11,0.23200252652168274
12,0.2869777977466583
13,0.28599804639816284
14,0.288090318441391
15,0.25546377897262573
16,0.5454718470573425
17,0.1631806343793869
18,0.4686710238456726
19,0.2650768756866455
20,0.19344329833984375
21,0.1721358299255371
22,0.21112246811389923
23,0.18350444734096527
24,0.22667834162712097
25,0.33140748739242554
26,0.5477977991104126
27,0.23380902409553528
28,0.3662087023258209
29,0.23949161171913147
30,0.20476244390010834
31,0.15852265059947968
32,0.5804881453514099
33,2.6484568119049072
34,0.2061087191104889
35,0.2543465495109558
36,0.26445090770721436
37,0.19852128624916077
38,0.11693412065505981
39,0.220690056681633
