topic_id,density
-1,4.491757869720459
0,0.23801498115062714
1,0.4037246108055115
2,0.33482640981674194
3,0.21141758561134338
4,0.38649991154670715
5,0.25082677602767944
6,0.2860989272594452
7,0.2814634442329407
8,0.3066357970237732
9,0.17044296860694885
10,0.2892066538333893
11,0.31790775060653687
12,0.3697197437286377
13,0.24537363648414612
14,0.24072593450546265
15,0.1660260707139969
16,0.388425350189209
17,0.2280876338481903
18,0.19142691791057587
19,0.6504755020141602
20,0.2603408992290497
21,0.23455266654491425
22,0.17332376539707184
23,0.21886442601680756
24,0.41968023777008057
25,0.1982671469449997
26,0.29522112011909485
27,0.2387199103832245
28,0.2998599112033844
29,0.15919053554534912
30,0.0539436973631382
31,0.32298389077186584
32,0.14952455461025238
33,0.2760293483734131
34,0.2770557999610901
35,0.19279120862483978
36,0.4618997573852539
37,0.3543742299079895
38,0.16230478882789612
39,0.09137149900197983
40,0.17814989387989044
41,0.20538367331027985
42,0.34179505705833435
43,0.1812867671251297
44,0.2217956930398941
45,0.14693695306777954
46,0.2575073540210724
47,0.1425148993730545
48,0.11941179633140564
49,0.3747938573360443
50,0.29860061407089233
51,0.3587670922279358
52,0.5017983913421631
53,0.14456811547279358
54,0.2029573619365692
55,0.1765584498643875
