topic_id,density
-1,3.040489435195923
0,0.4024934470653534
1,0.4901122450828552
2,0.34803318977355957
3,0.339121013879776
4,0.3566749095916748
5,0.7961075901985168
6,0.13188984990119934
7,0.48968276381492615
8,0.21890106797218323
9,0.29796192049980164
10,0.19264091551303864
11,0.33690527081489563
12,0.2930605113506317
13,0.10981343686580658
14,0.31219905614852905
15,0.13535141944885254
16,0.26874619722366333
17,0.28104573488235474
18,0.19723990559577942
19,0.07341622561216354
20,0.38053685426712036
21,0.34746718406677246
22,0.3200559914112091
23,0.5027017593383789
24,0.3503410816192627
25,0.17053203284740448
26,0.29499363899230957
27,0.1962960660457611
28,0.20012393593788147
29,0.20240432024002075
30,0.13979436457157135
31,0.1502481997013092
32,0.18122822046279907
33,0.27969658374786377
34,0.06298770010471344
35,0.12173180282115936
36,0.2879107892513275
37,0.5571399927139282
38,4.039979457855225
39,0.27114319801330566
40,0.19745948910713196
41,0.319914847612381
42,0.11563805490732193
43,0.1804993450641632
44,0.22189505398273468
45,0.2402496635913849
46,0.42603039741516113
47,0.2066929191350937
48,0.08567431569099426
49,0.1324758231639862
50,0.2930484414100647
51,0.13124187290668488
52,0.06648488342761993
53,0.13999907672405243
54,0.15113502740859985
55,0.48086056113243103
56,0.21044616401195526
57,0.29196399450302124
58,0.1882893294095993
59,0.30094483494758606
60,0.1284984052181244
61,0.5500933527946472
62,0.10870490968227386
63,0.268232524394989
64,0.17937244474887848
65,0.29517483711242676
